,date,userid,message
976,"May 30, 2001 6:54PM",rmorin2,"Since I'm now over 50 and have recently become a grandfather, I have started to consider trading my 97 328iC for a larger car. Pretty much narrowed it down to either a 740i or the LS400. Probably will buy an off lease certified used car so I'm looking at 98 or 99 models. I would be interested in hearing from current owners of these models related to any problems, likes, dislikes, etc. Thanks."
977,"May 30, 2001 9:00PM",badtoy,"C-class: gorgeous proportions and details -- much better than the S.

3-series: boring, boring, boring. Time for a change.

Audi: Elegant, spare, sporting and beautiful. As always, the class of the field, styling-wise.

Fire away...."
978,"May 31, 2001 12:00PM",arcoates,"3-series boring, sir you must be blind. I agree that the C-Class is a nice car, but you cannot call the BMW boring. Conservative maybe, but so is an Audi. Whenever styling is concerned, BMW always finishes 1st, 2nd and sometimes 3rd. Obviously you are into the flash of a 3-pointed star.~ A.R."
979,"May 31, 2001 3:14PM",rexconde1,"I have to agree the 3 series isnt boring, but it could stand to be a bit more aggressive. I really like the look of the M3, possibly with the Flared out fenders Much better, but then again it is an ///M.

I dont care for the rear of the 3 as it looks like a fish from the side. And I'm going to have to say that the new ""planned"" 5-Series if it is going to look as planned will look rather ugly. I prefer the current 5-series design.

Robert"
980,"June 1, 2001 8:50PM",badtoy,"I just did!

I've also called it ""pleasant,"" which is about as far as I can go with the current generation. It's a logical continuation of the previous generation, but enough is enough already. Time for a change.

The new C is a quantum leap over the previous gen, which I considered a cardboard box.

Audi usually wins the styling kudos in the auto mags, by the way -- not that I give a tinker's you-know-what about what they say (except when they agree with me, of course)."
981,"June 2, 2001 2:31PM",arcoates,"You're ignorance makes yourself look bad, not me and my ""bogus"" claims.~ A.R."
982,"June 2, 2001 6:17PM",badtoy,"Went back over the last ten posts and didn't see where anyone called you ""bogus""....

(Oh yeah -- the possesive is spelled ""your"")"
983,"June 2, 2001 8:00PM",arcoates,"My ""bogus"" comment was meant as sarcasm. And I am sorry that I made a slip up with my spelling you're/your. I didn't we were now attacking spelling and grammar!~ A.R."
984,"June 3, 2001 7:23AM",pat,"that since we are discussing perceptions of a particular vehicle, we could all recognize that perceptions will vary from person to person - that doesn't make any of us wrong, it just makes us the different folks that we are.

It also seems to me that we need to get back to sharing our opinions of the vehicles and withholding our critical commentary of other posters.

Thanks.

Pat
Host
Sedans and Women's Auto Center Message Boards"
985,"June 3, 2001 8:31AM",arcoates,"badtoy, I apologize for calling you ignorant. BMW is my favourite brand, and when someone says something as controversial as that, with no proof (as far as mags go), then I get a little hot. Hopefully no harm done~ A.R."
986,"June 3, 2001 9:02AM",fenn,"...a bit of spirited discussion can be fun, however, isn't this discussion group suppossed to be about high end sedans, (not C class vs. BMW 3 series) I am also wondering if the new Q45 can at least get enough respect to be added to the topic title....?"
987,"June 3, 2001 9:08AM",arcoates,"I was just going to pose that question. I have before me the new issue of R&T where they pitted the LS430 against the Q45 and the Q came out on top. That proves it there that the Q has come back with a vengeance and has caught the attention from the auto community. I love it, and I usually detest the young upstarts from Japan. It has a great exterior, a very sumptious interior and the driving dynamics to put the LS and maybe even the S-Class to shame. What do others think?~ A.R."
988,"June 3, 2001 10:33AM",bitkahuna,"The Q will win the reviews, and the LS will take almost all the sales. Go figure.

The reason of course is that the Q is (again) being promoted as a hot rod (see their ads), and the LS buyer isn't very interested in performance and handling - what they're really buying in an LS is what a Cadillac SHOULD be (hey, that's a take off on the Lincoln phrase, isn't it?) - a silent, rock solid, reliable, quite powerful, and luxurious large car that doesn't cost as much as a Mercedes."
989,"June 3, 2001 10:46AM",ripinrocket,"Well, the most recent Motor Trend did a comparo of the Audi A8L, Seville STS, Jaguar XJ8 VP, Lexus LS430, Infiniti Q45, & Mercedes-Benz S-class. The Benz came out on top, and the lexus a second, I would conclude. They liked the Q45, but basically said it had some major flaws."
990,"June 3, 2001 11:09AM",badtoy,"Infiniti actually took on a much more dangerous rival in BMW than Lexus did with Mercedes when they were first introduced -- and they're doing the same today. They hope, I imagine, that they will syphon off some LS430 buyers -- but that's tough too, given the level of performance in the new LS.

I think the new Q interior is really atractive -- but once again, the LS interior has just won a designers award for best new car interior, and eveyone seems to love it.

I'd say they have their work cut out for them. I do hope they make their mark, though, because more choices for all of us is always a good thing.

ar: thanks for the apology. Matter forgotten. =O)"
991,"June 4, 2001 4:22AM",merc1,"Well after looking at it again the newest issue of MT I'm sold that the car is terminally ugly. That small picture on page 67 (bottom right) shows just unbalanced the car is, ugly mudflaps and all. What a styling mess. The Benz, Audi, Jaguar and Cadillac take the styling here, quite easily. The Q's interior is just the oposite, simply georgous. I don't like how only the front section of the steering wheel is wood, whereas the others are wood all the way around, but that's minor of course. My official verdict on the Q: If you can stand the looks of it, buy it"". Another question, where are the 340hp hiding at? I've been waiting on someone to actually test the Jaguar Vanden Plas SC, what a car, XJR performance with the long-wheelbase luxury. Perfect for Jaguar devotees. All the A8 lineup needs now is the W12 motor that is available in Europe. Cadillac did especially good considering it's price and fwd handicap, it posted the best slalom speed, with the least finesse...exactly the point a many have tried to make to the Cadillac fans for the last 2 years. The S430 did good considering it's low hp in this group, and the Lexus performed as expected...the silent/strong type. BMW was suspicious by it's absence. Ah, but at the end of it all it's either the Lexus or the Benz....Mercedes does it again, by the narrowest or margins. However I can see the Lexus being the car of choice for some considering it's feature content per dollar, against the S. Now if I can just actually shop at this level....

M"
